Gent_Label,Data.Measurement.Year,Census.Tract.Code,prop.change.population.under.18,prop.change.population.young.adult,prop.change.population.middle.aged,prop.change.population.older.adulthood,prop.change.population.race.White,prop.change.population.race.Black,prop.change.population.race.Native,prop.change.population.race.Islander,prop.change.population.race.Other,prop.change.population.race.Latino,prop.change.households.Nonfamily,prop.change.housing.Owner.Occupied,prop.change.population.Owner.Occupied,prop.change.population.Renter.Occupied,prop.change.housing.householder.race.White,prop.change.housing.householder.race.Black,prop.change.housing.householder.race.Native,prop.change.housing.householder.race.Islander,prop.change.housing.householder.race.Other,prop.change.housing.owner.occupied.householder.race.White,prop.change.housing.owner.occupied.householder.race.Black,prop.change.housing.owner.occupied.householder.race.Native,prop.change.housing.owner.occupied.householder.race.Islander,prop.change.housing.owner.occupied.householder.race.Other,prop.change.housing.renter.occupied.householder.race.White,prop.change.housing.renter.occupied.householder.race.Black,prop.change.housing.renter.occupied.householder.race.Native,prop.change.housing.renter.occupied.householder.race.Islander,prop.change.housing.renter.occupied.householder.race.Other,prop.change.household.size.renter.occupied,prop.change.household.size.owner.occupied,prop.change.household.size
Ineligible,2000-2010,3402,-0.071793449,0.174103554,-0.067480229,0.004538477,-0.094930223,0.701407803,-0.643302236,0.538259109,NA,1.115106275,0.13525406,-0.057067294,-0.066366188,0.352849657,-0.032321352,1.361445783,-0.421686747,0.265060241,1.080321285,-0.017383783,-0.141361257,0.073298429,-0.195026178,1.057155323,-0.066875653,2.443965517,-0.675862069,Inf,0.890804598,0.067532355,-0.0269909,-0.016913441
Gentrified,2000-2010,3500,0.069348204,0.156453139,-0.021331523,-0.131732938,-0.128348916,1.019118693,-0.044690424,-0.255654622,Inf,2.498821321,0.112637855,-0.065945287,-0.103380414,0.263263346,-0.053207182,0.774489968,0.144832237,-0.080045524,2.876074861,-0.016755435,1.206185567,0.378865979,-0.33814433,1.537113402,-0.113241086,0.513425842,-0.097765363,0.11044263,3.593194515,0.116119976,-0.027559983,0.010244643
Ineligible,2000-2010,3600,-0.158997901,0.121405169,-0.062173117,0.083772799,-0.031293029,0.414054399,1.297838398,-0.212628801,1.651351998,0.873622079,0.112622048,-0.039090761,-0.05403949,0.215975189,-0.015404692,0.667547835,4.130916415,-0.067106106,1.154984894,-0.005674703,1.349444807,1.135858916,0.067929458,0.067929458,-0.04399093,0.207792208,Inf,-0.367346939,4.757142857,0.01552585,-0.045120533,-0.030465749
Ineligible,2000-2010,3700,-0.087967136,0.122500346,-0.119539068,0.160717953,-0.044922276,0.811783961,-0.37594108,0.194186822,Inf,1.140491947,0.121498837,-0.046061457,-0.065472227,0.548759363,-0.007621236,0.757643135,-1,0.025291829,0.464702613,0.004320021,0.074798619,-1,-0.283467587,-0.078744041,-0.064952413,0.509433962,NA,1.264150943,Inf,0.110039939,-0.032728821,-0.013971222
Ineligible,2000-2010,3800,0.099789278,-0.135823165,-0.028230527,0.110076246,-0.154798341,0.437624675,-0.386441296,0.094096551,0.525780905,0.336619763,-0.071554451,0.097094099,0.007082391,-0.00289732,-0.150221981,0.423433279,-0.052761341,0.200121378,1.312116352,-0.029879843,0.692954784,-1,0.015772871,1.757097792,-0.275898785,0.50154531,0.060167329,0.33300451,1.405332582,0.100645925,-0.042255197,0.042212936
Eligible,2000-2010,3900,0.122795212,-0.085409889,-0.004024339,-0.037738066,-0.367983998,-0.071978061,-0.356855544,-0.614113326,1.744083013,0.418640183,-0.146666667,0.14,0.111564343,-0.039978598,-0.174242424,-0.043902439,0.411764706,-0.485714286,0.994366197,-0.110275689,0.228070175,4.263157895,-0.298245614,0.553884712,-0.200563063,-0.037237237,0.160472973,-0.54987715,1.097163279,0.13567051,0.114658396,0.134977423
Eligible,2000-2010,4000,0.060860933,-0.082143074,0.155059782,-0.06605608,-0.123590497,0.303273137,-0.105648596,1.255249255,2.727425851,0.07721189,-0.001962602,0.006938192,-0.04758788,0.008866614,-0.091223766,0.428172943,-0.04140267,0.244630404,0.240670817,0.066497917,-0.014739229,-1,0.074829932,-0.462585034,-0.111825952,0.458071843,-0.012432012,0.263662264,0.30360102,-0.014388378,-0.042298971,-0.017512146
Ineligible,2000-2010,4400,-0.093254361,0.077074289,-0.053101376,0.028978656,-0.034628071,0.138558201,3.830246914,0.293816138,-1,0.347975883,0.06039604,-0.084875544,-0.067757223,0.33429593,-0.012594184,-0.303780378,Inf,0.094059406,2.282178218,-0.033943181,-1,Inf,1.092178771,6.173184358,0.031711637,-0.336693548,Inf,-0.763104839,0.421370968,0.081562335,-0.073113558,-0.014809855
Ineligible,2000-2010,4500,-0.150035268,0.077703318,-0.110730192,0.175066064,-0.015708285,0.199015471,1.158227848,0.039146742,Inf,0.273111933,0.010230027,0.024351649,-0.015291606,0.053723008,7.04E-04,0.545786088,1.125455872,-0.291514709,-0.149817651,3.77E-04,0.037463977,3.149855908,1.42074928,-0.792507205,-0.004554315,0.777104377,0.142424242,-0.714393939,0.599393939,0.122144522,-0.054793726,-0.015066527
Ineligible,2000-2010,4600,-0.140479462,0.096244451,-0.184751311,0.367765628,-0.034841068,0.023109848,0.565358067,0.388813924,0.043572045,0.267194626,0.060236934,-0.046207915,-0.046319215,0.121918294,-0.029565401,0.37902439,0.002926829,0.303804878,0.086504065,-0.007506378,-0.298989899,NA,0.226767677,0.752525253,-0.055531716,0.407797682,-0.084931507,0.203145611,-0.186605784,-0.013269516,-0.039060312,-0.038152921
