GEOID,tot_pop,med_income,ed_hs,rc_white,lang_eng,percEng,percWhite,geometry
070800,3436,45172,568,2150,67.6,67.6,62.572759022118746,"list(list(c(-71.079595, -71.080407, -71.081163, -71.081969, -71.083677, -71.084405, -71.084681, -71.083504, -71.083352, -71.08078, -71.080082, -71.079972, -71.079094, -71.078531, -71.079191, -71.079005, -71.078356, -71.077372, -71.077972, -71.079595, 42.339709, 42.33929, 42.338886, 42.338416, 42.33955, 42.339994, 42.340293, 42.341263, 42.341689, 42.343744, 42.344219, 42.34415, 42.343541, 42.343192, 42.342687, 42.342544, 42.341845, 42.340931, 42.340573, 42.339709)))"
070900,3057,41364,791,1670,61.5,61.5,54.62872096826955,"list(list(c(-71.075269, -71.07596, -71.074995, -71.075668, -71.076941, -71.077621, -71.079266, -71.081969, -71.081163, -71.080407, -71.079595, -71.077972, -71.077372, -71.075884, -71.075269, 42.339211, 42.338724, 42.337931, 42.337475, 42.336527, 42.336001, 42.336538, 42.338416, 42.338886, 42.33929, 42.339709, 42.340573, 42.340931, 42.339757, 42.339211)))"
071101,3809,42317,896,1889,61.6,61.6,49.59306904699396,"list(list(c(-71.074995, -71.074288, -71.072504, -71.070949, -71.070365, -71.068351, -71.069023, -71.069219, -71.072192, -71.072977, -71.073441, -71.073908, -71.074357, -71.074576, -71.074855, -71.075037, -71.076119, -71.077045, -71.075783, -71.076384, -71.077621, -71.076941, -71.075668, -71.074995, 42.337931, 42.338421, 42.339615, 42.338306, 42.338783, 42.337172, 42.33669, 42.33478, 42.332659, 42.333177, 42.333561, 42.33322, 42.332847, 42.33297, 42.33323, 42.33349, 42.332813, 42.333609, 42.334493, 
42.33496, 42.336001, 42.336527, 42.337475, 42.337931)))"
071201,3066,37098,990,1340,56.9,56.9,43.70515329419439,"list(list(c(-71.068351, -71.070365, -71.070949, -71.072504, -71.071826, -71.072751, -71.072075, -71.071308, -71.071089, -71.070707, -71.070065, -71.069671, -71.068782, -71.06593, -71.062496, -71.062445, -71.064812, -71.065417, -71.066626, -71.067916, -71.068385, -71.068765, -71.069219, -71.069023, -71.068351, 42.337172, 42.338783, 42.338306, 42.339615, 42.340056, 42.340841, 42.341286, 42.340662, 42.340539, 42.34079, 42.341161, 42.341343, 42.341661, 42.343936, 42.343001, 42.342988, 42.338294, 42.335401, 
42.335342, 42.335185, 42.335068, 42.334916, 42.33478, 42.33669, 42.337172)))"
080100,2724,46492,1256,588,66.3,66.3,21.58590308370044,"list(list(c(-71.077516, -71.078808, -71.079407, -71.0796, -71.079445, -71.078654, -71.077735, -71.07818, -71.077363, -71.076624, -71.075248, -71.075289, -71.07521, -71.075195, -71.075069, -71.077472, -71.076991, -71.076878, -71.074773, -71.074357, -71.073908, -71.073441, -71.072977, -71.072192, -71.069219, -71.068765, -71.068385, -71.067916, -71.066626, -71.065417, -71.065395, -71.065044, -71.062807, -71.063553, -71.066431, -71.066934, -71.067507, -71.069136, -71.069618, -71.07002, -71.07086, -71.071479, 
-71.072152, -71.07266, -71.072265, -71.071638, -71.073922, -71.074278, -71.074641, -71.074945, -71.075152, -71.075453, -71.07563, -71.075811, -71.076664, -71.077516, 42.323261, 42.323798, 42.324064, 42.324161, 42.324259, 42.324867, 42.325573, 42.325885, 42.326521, 42.327118, 42.325965, 42.326125, 42.327028, 42.32727, 42.328325, 42.330898, 42.331196, 42.331253, 42.332531, 42.332847, 42.33322, 42.333561, 42.333177, 42.332659, 42.33478, 42.334916, 42.335068, 42.335185, 42.335342, 42.335401, 42.335322, 
42.334594, 42.331959, 42.330791, 42.326256, 42.325151, 42.323297, 42.325051, 42.325432, 42.325718, 42.326272, 42.326687, 42.326347, 42.326023, 42.325517, 42.324647, 42.323759, 42.323549, 42.323238, 42.323475, 42.323668, 42.323878, 42.323989, 42.324146, 42.322889, 42.323261)))"
080300,1739,30362,482,128,81.9,81.9,7.360552041403105,"list(list(c(-71.080891, -71.080253, -71.079264, -71.078675, -71.077472, -71.075069, -71.075195, -71.07521, -71.075289, -71.075248, -71.076624, -71.077363, -71.07818, -71.077735, -71.078654, -71.079445, -71.0796, -71.081605, -71.083308, -71.083271, -71.08327, -71.083448, -71.081521, -71.080891, 42.328497, 42.328522, 42.328514, 42.330135, 42.330898, 42.328325, 42.32727, 42.327028, 42.326125, 42.325965, 42.327118, 42.326521, 42.325885, 42.325573, 42.324867, 42.324259, 42.324161, 42.325549, 42.325959, 
42.32612, 42.326127, 42.32865, 42.328486, 42.328497)))"
080401,2415,15073,854,290,59.2,59.2,12.008281573498964,"list(list(c(-71.085037, -71.085562, -71.087043, -71.087462, -71.085345, -71.080943, -71.080625, -71.079913, -71.077621, -71.076384, -71.075783, -71.077045, -71.076119, -71.075037, -71.074855, -71.074576, -71.074357, -71.074773, -71.076878, -71.076991, -71.077472, -71.078675, -71.079264, -71.080253, -71.080891, -71.081521, -71.083448, -71.083111, -71.082986, -71.084051, -71.085025, -71.085223, -71.086257, -71.085037, 42.332715, 42.332992, 42.333846, 42.334126, 42.335071, 42.332931, 42.333367, 42.334182, 
42.336001, 42.33496, 42.334493, 42.333609, 42.332813, 42.33349, 42.33323, 42.33297, 42.332847, 42.332531, 42.331253, 42.331196, 42.330898, 42.330135, 42.328514, 42.328522, 42.328497, 42.328486, 42.32865, 42.330506, 42.330831, 42.330314, 42.330834, 42.3306, 42.33114, 42.332715)))"
080500,2744,15481,1002,730,48.2,48.2,26.603498542274053,"list(list(c(-71.087462, -71.088253, -71.08843, -71.087012, -71.083983, -71.083287, -71.081969, -71.079266, -71.077621, -71.079913, -71.080625, -71.080943, -71.085345, -71.087462, 42.334126, 42.334582, 42.335076, 42.335693, 42.33734, 42.337733, 42.338416, 42.336538, 42.336001, 42.334182, 42.333367, 42.332931, 42.335071, 42.334126)))"
080601,2349,18897,479,1053,52,52,44.827586206896555,"list(list(c(-71.085037, -71.086257, -71.085223, -71.085025, -71.084051, -71.082986, -71.083111, -71.083448, -71.086996, -71.091239, -71.088189, -71.093806, -71.093955, -71.094604, -71.0949, -71.095351, -71.094446, -71.09438, -71.093084, -71.090518, -71.084681, -71.084405, -71.083677, -71.081969, -71.083287, -71.083983, -71.087012, -71.08843, -71.088253, -71.087462, -71.087043, -71.085562, -71.085037, 42.332715, 42.33114, 42.3306, 42.330834, 42.330314, 42.330831, 42.330506, 42.32865, 42.327782, 42.329939, 
42.330611, 42.331331, 42.331354, 42.331437, 42.331478, 42.331554, 42.332386, 42.332432, 42.333506, 42.335665, 42.340293, 42.339994, 42.33955, 42.338416, 42.337733, 42.33734, 42.335693, 42.335076, 42.334582, 42.334126, 42.333846, 42.332992, 42.332715)))"
080801,3251,15588,685,1070,56.9,56.9,32.912949861581055,"list(list(c(-71.100615, -71.101321, -71.10082, -71.100516, -71.100372, -71.099742, -71.099977, -71.100306, -71.099564, -71.098884, -71.098133, -71.096947, -71.095745, -71.091051, -71.090518, -71.093084, -71.09438, -71.094446, -71.095351, -71.096141, -71.097185, -71.100615, 42.332697, 42.33296, 42.333802, 42.334268, 42.334488, 42.335485, 42.335776, 42.335941, 42.336255, 42.33649, 42.336783, 42.33726, 42.337727, 42.335934, 42.335665, 42.333506, 42.332432, 42.332386, 42.331554, 42.331641, 42.331782, 
42.332697)))"
080900,3695,33750,419,2221,69.6,69.6,60.10825439783491,"list(list(c(-71.098941, -71.100861, -71.102293, -71.103081, -71.105169, -71.10491, -71.104453, -71.102427, -71.101951, -71.101434, -71.101232, -71.100306, -71.099977, -71.099742, -71.100372, -71.100516, -71.10082, -71.101321, -71.100615, -71.097185, -71.097681, -71.098495, -71.098738, -71.098941, 42.329133, 42.330002, 42.330354, 42.330528, 42.331012, 42.33419, 42.334386, 42.335149, 42.335285, 42.335463, 42.335535, 42.335941, 42.335776, 42.335485, 42.334488, 42.334268, 42.333802, 42.33296, 42.332697, 
42.331782, 42.330689, 42.330067, 42.329756, 42.329133)))"
081001,5139,32835,1301,2450,58.3,58.3,47.6746448725433,"list(list(c(-71.102293, -71.100861, -71.098941, -71.099051, -71.099368, -71.101276, -71.108501, -71.108901, -71.109591, -71.112298, -71.112311, -71.112723, -71.112897, -71.113016, -71.112739, -71.109894, -71.110063, -71.110763, -71.110001, -71.10539, -71.100935, -71.100306, -71.101232, -71.101434, -71.101951, -71.102427, -71.104453, -71.10491, -71.105169, -71.103081, -71.102293, 42.330354, 42.330002, 42.329133, 42.328537, 42.327995, 42.32935, 42.330597, 42.330715, 42.333199, 42.332003, 42.331999, 
42.331954, 42.331943, 42.331932, 42.332696, 42.335379, 42.336307, 42.337513, 42.340317, 42.33786, 42.336168, 42.335941, 42.335535, 42.335463, 42.335285, 42.335149, 42.334386, 42.33419, 42.331012, 42.330528, 42.330354)))"
081100,4136,46250,694,2397,72.2,72.2,57.95454545454545,"list(list(c(-71.115078, -71.114907, -71.11466, -71.112918, -71.111978, -71.113016, -71.112897, -71.112723, -71.112311, -71.112298, -71.109591, -71.108901, -71.108501, -71.101276, -71.099368, -71.099745, -71.100113, -71.101186, -71.101346, -71.101794, -71.102291, -71.104356, -71.104618, -71.104885, -71.105231, -71.105647, -71.106287, -71.106544, -71.106592, -71.106885, -71.10708, -71.107181, -71.110832, -71.112259, -71.11227, -71.112258, -71.112202, -71.114098, -71.115078, 42.323573, 42.323818, 42.324394, 
42.325538, 42.32921, 42.331932, 42.331943, 42.331954, 42.331999, 42.332003, 42.333199, 42.330715, 42.330597, 42.32935, 42.327995, 42.326716, 42.326418, 42.326426, 42.326419, 42.326392, 42.326348, 42.326099, 42.326092, 42.326093, 42.326114, 42.326163, 42.326368, 42.32651, 42.326536, 42.326719, 42.32685, 42.326898, 42.329073, 42.324552, 42.324323, 42.323906, 42.323125, 42.323307, 42.323573)))"
081200,3261,25472,826,844,54.6,54.6,25.881631401410612,"list(list(c(-71.108269, -71.109554, -71.109136, -71.108706, -71.108265, -71.107854, -71.10776, -71.107508, -71.107249, -71.106808, -71.106544, -71.106287, -71.105647, -71.105231, -71.104885, -71.104618, -71.104356, -71.102291, -71.101794, -71.101346, -71.101186, -71.100113, -71.099626, -71.099278, -71.09971, -71.098917, -71.099495, -71.100023, -71.100361, -71.101341, -71.101744, -71.102176, -71.102465, -71.103506, -71.104016, -71.104867, -71.105156, -71.105834, -71.106566, -71.106852, -71.107844, 
-71.107985, -71.108452, -71.10837, -71.108269, 42.323184, 42.323371, 42.32382, 42.324212, 42.324478, 42.324801, 42.32521, 42.325499, 42.325509, 42.325735, 42.32651, 42.326368, 42.326163, 42.326114, 42.326093, 42.326092, 42.326099, 42.326348, 42.326392, 42.326419, 42.326426, 42.326418, 42.326375, 42.326361, 42.325417, 42.325025, 42.323615, 42.322772, 42.322807, 42.322858, 42.322892, 42.322914, 42.322919, 42.322882, 42.322819, 42.322721, 42.322702, 42.322633, 42.322564, 42.322526, 42.322445, 42.322441, 
42.322389, 42.322827, 42.323184)))"
081300,5230,16835,2050,871,40,40,16.65391969407266,"list(list(c(-71.094088, -71.094174, -71.094395, -71.095038, -71.095145, -71.09598, -71.096248, -71.099481, -71.098451, -71.101192, -71.102944, -71.100023, -71.099495, -71.098917, -71.098877, -71.098398, -71.096523, -71.095398, -71.095335, -71.09531, -71.095298, -71.095398, -71.09391, -71.093146, -71.09404, -71.095305, -71.096421, -71.097086, -71.093559, -71.093618, -71.093821, -71.093938, -71.094088, 42.314142, 42.314061, 42.313876, 42.313382, 42.313282, 42.312671, 42.312492, 42.314606, 42.315644, 
42.318215, 42.319298, 42.322772, 42.323615, 42.325025, 42.325021, 42.324934, 42.326202, 42.32325, 42.323001, 42.322472, 42.322234, 42.322054, 42.321246, 42.3208, 42.320071, 42.318825, 42.317687, 42.317028, 42.315515, 42.31524, 42.314541, 42.31432, 42.314142)))"
081400,2943,54718,523,834,77.4,77.4,28.338430173292558,"list(list(c(-71.098917, -71.09971, -71.099278, -71.099626, -71.100113, -71.099745, -71.099368, -71.099051, -71.098941, -71.098738, -71.098495, -71.097681, -71.097185, -71.096141, -71.095351, -71.0949, -71.094604, -71.093955, -71.093806, -71.088189, -71.091239, -71.086996, -71.08789, -71.08843, -71.088788, -71.090054, -71.09134, -71.091798, -71.092131, -71.092905, -71.093254, -71.094787, -71.095076, -71.095398, -71.096523, -71.098398, -71.098877, -71.098917, 42.325025, 42.325417, 42.326361, 42.326375, 
42.326418, 42.326716, 42.327995, 42.328537, 42.329133, 42.329756, 42.330067, 42.330689, 42.331782, 42.331641, 42.331554, 42.331478, 42.331437, 42.331354, 42.331331, 42.330611, 42.329939, 42.327782, 42.32571, 42.324619, 42.324218, 42.324688, 42.325311, 42.325981, 42.326524, 42.326878, 42.323711, 42.323134, 42.323203, 42.32325, 42.326202, 42.324934, 42.325021, 42.325025)))"
081500,2091,45357,539,280,71.5,71.5,13.390722142515543,"list(list(c(-71.0896, -71.091941, -71.092089, -71.092476, -71.091606, -71.091373, -71.090344, -71.090238, -71.090843, -71.091294, -71.091619, -71.093559, -71.097086, -71.096421, -71.095305, -71.09404, -71.093146, -71.09391, -71.095398, -71.095298, -71.09531, -71.095335, -71.095398, -71.095076, -71.094787, -71.093254, -71.092905, -71.092131, -71.091798, -71.09134, -71.090054, -71.088788, -71.089017, -71.0896, 42.323394, 42.321692, 42.321576, 42.321307, 42.320652, 42.320423, 42.319277, 42.319213, 42.318673, 
42.317605, 42.316997, 42.315515, 42.317028, 42.317687, 42.318825, 42.320071, 42.3208, 42.321246, 42.322054, 42.322234, 42.322472, 42.323001, 42.32325, 42.323203, 42.323134, 42.323711, 42.326878, 42.326524, 42.325981, 42.325311, 42.324688, 42.324218, 42.323965, 42.323394)))"
081700,3446,35781,926,163,82.3,82.3,4.730121880441091,"list(list(c(-71.086225, -71.089121, -71.090167, -71.090238, -71.090344, -71.091373, -71.091606, -71.092476, -71.092089, -71.091941, -71.0896, -71.089017, -71.088788, -71.08843, -71.08789, -71.086996, -71.083448, -71.08327, -71.083271, -71.083308, -71.083164, -71.081923, -71.081899, -71.081621, -71.081433, -71.081385, -71.081478, -71.081789, -71.081917, -71.086017, -71.086225, 42.318237, 42.318927, 42.319177, 42.319213, 42.319277, 42.320423, 42.320652, 42.321307, 42.321576, 42.321692, 42.323394, 42.323965, 
42.324218, 42.324619, 42.32571, 42.327782, 42.32865, 42.326127, 42.32612, 42.325959, 42.325334, 42.321727, 42.321664, 42.320732, 42.320057, 42.319802, 42.319058, 42.31827, 42.318021, 42.319164, 42.318237)))"
081800,2793,45000,693,251,57.5,57.5,8.986752595775153,"list(list(c(-71.078808, -71.077516, -71.076664, -71.077746, -71.077761, -71.077749, -71.077749, -71.077814, -71.078215, -71.078331, -71.078823, -71.080998, -71.08285, -71.082778, -71.082367, -71.081917, -71.081789, -71.081478, -71.081385, -71.081433, -71.081621, -71.081899, -71.081923, -71.083164, -71.083308, -71.081605, -71.0796, -71.079407, -71.078808, 42.323798, 42.323261, 42.322889, 42.320431, 42.32021, 42.319284, 42.318744, 42.318296, 42.315871, 42.315547, 42.314608, 42.315755, 42.316362, 42.316521, 
42.317233, 42.318021, 42.31827, 42.319058, 42.319802, 42.320057, 42.320732, 42.321664, 42.321727, 42.325334, 42.325959, 42.325549, 42.324161, 42.324064, 42.323798)))"
081900,2357,43853,785,166,71.1,71.1,7.04285108188375,"list(list(c(-71.093545, -71.093977, -71.095145, -71.095038, -71.094395, -71.094174, -71.094088, -71.093938, -71.093821, -71.093618, -71.093559, -71.091619, -71.091294, -71.090843, -71.090238, -71.090167, -71.089121, -71.086225, -71.086017, -71.081917, -71.082367, -71.082778, -71.08285, -71.086508, -71.086903, -71.088331, -71.089399, -71.08993, -71.09051, -71.091097, -71.091563, -71.092172, -71.092692, -71.092982, -71.093296, -71.093545, 42.31186, 42.312694, 42.313282, 42.313382, 42.313876, 42.314061, 
42.314142, 42.31432, 42.314541, 42.31524, 42.315515, 42.316997, 42.317605, 42.318673, 42.319213, 42.319177, 42.318927, 42.318237, 42.319164, 42.318021, 42.317233, 42.316521, 42.316362, 42.317053, 42.316392, 42.31461, 42.313257, 42.312629, 42.311898, 42.311154, 42.310544, 42.309859, 42.310269, 42.310555, 42.310988, 42.31186)))"
082000,2542,41172,925,74,75.9,75.9,2.911093627065303,"list(list(c(-71.079168, -71.079497, -71.080088, -71.080312, -71.082012, -71.082514, -71.082668, -71.082773, -71.083223, -71.083251, -71.083919, -71.085862, -71.088319, -71.089399, -71.088331, -71.086903, -71.086508, -71.08285, -71.080998, -71.078823, -71.079168, 42.314048, 42.313513, 42.312691, 42.312418, 42.310256, 42.309661, 42.309535, 42.309753, 42.310477, 42.310604, 42.310576, 42.311689, 42.312895, 42.313257, 42.31461, 42.316392, 42.317053, 42.316362, 42.315755, 42.314608, 42.314048)))"
082100,4822,20700,1641,459,50,50,9.518871837411861,"list(list(c(-71.091097, -71.09051, -71.08993, -71.089399, -71.088319, -71.085862, -71.083919, -71.083251, -71.083223, -71.082773, -71.082668, -71.082744, -71.082804, -71.082974, -71.083078, -71.083092, -71.083254, -71.083898, -71.084923, -71.089079, -71.092172, -71.091563, -71.091097, 42.311154, 42.311898, 42.312629, 42.313257, 42.312895, 42.311689, 42.310576, 42.310604, 42.310477, 42.309753, 42.309535, 42.309431, 42.309331, 42.309001, 42.308772, 42.308741, 42.308469, 42.30759, 42.304428, 42.30753, 
42.309859, 42.310544, 42.311154)))"
090100,4658,30389,1807,218,60.8,60.8,4.680120223271791,"list(list(c(-71.08141, -71.082914, -71.083038, -71.083907, -71.084704, -71.085287, -71.085728, -71.085856, -71.085903, -71.085246, -71.084923, -71.083898, -71.083254, -71.081813, -71.080563, -71.079561, -71.079415, -71.07894, -71.078806, -71.078534, -71.078425, -71.079262, -71.078852, -71.079538, -71.08046, -71.08141, 42.299002, 42.298663, 42.298927, 42.299709, 42.300423, 42.300911, 42.301248, 42.301309, 42.301381, 42.303446, 42.304428, 42.30759, 42.308469, 42.306518, 42.30544, 42.304622, 42.30451, 
42.303937, 42.303742, 42.303388, 42.303227, 42.300811, 42.296708, 42.296563, 42.296388, 42.299002)))"
090200,2075,16055,649,0,65.6,65.6,0,"list(list(c(-71.075233, -71.074719, -71.073912, -71.07496, -71.076782, -71.077756, -71.078425, -71.078534, -71.078806, -71.07894, -71.079415, -71.079561, -71.080563, -71.081813, -71.083254, -71.083092, -71.083078, -71.082974, -71.082804, -71.082744, -71.082668, -71.082514, -71.082012, -71.079585, -71.076076, -71.075233, 42.308273, 42.308027, 42.307681, 42.30672, 42.305189, 42.304197, 42.303227, 42.303388, 42.303742, 42.303937, 42.30451, 42.304622, 42.30544, 42.306518, 42.308469, 42.308741, 42.308772, 
42.309001, 42.309331, 42.309431, 42.309535, 42.309661, 42.310256, 42.30988, 42.307568, 42.308273)))"
090300,2525,16495,756,220,61.5,61.5,8.712871287128714,"list(list(c(-71.078823, -71.077005, -71.075668, -71.075358, -71.074649, -71.073617, -71.073171, -71.071932, -71.071623, -71.071512, -71.070217, -71.071574, -71.072334, -71.072564, -71.072822, -71.073501, -71.073912, -71.074719, -71.075233, -71.076076, -71.079585, -71.082012, -71.080312, -71.080088, -71.079497, -71.079168, -71.078823, 42.314608, 42.313713, 42.313226, 42.313125, 42.312841, 42.312398, 42.312222, 42.311985, 42.311881, 42.311844, 42.311334, 42.310665, 42.310213, 42.310067, 42.309471, 
42.308215, 42.307681, 42.308027, 42.308273, 42.307568, 42.30988, 42.310256, 42.312418, 42.312691, 42.313513, 42.314048, 42.314608)))"
090400,3529,34659,1187,122,47.8,47.8,3.4570699914990084,"list(list(c(-71.070167, -71.073011, -71.07283, -71.073145, -71.073171, -71.073617, -71.074649, -71.075358, -71.075668, -71.077005, -71.078823, -71.078331, -71.078215, -71.077814, -71.077749, -71.077749, -71.077761, -71.077746, -71.077332, -71.075522, -71.074056, -71.073712, -71.072411, -71.072204, -71.071934, -71.071276, -71.070359, -71.069698, -71.070167, 42.317927, 42.317035, 42.31666, 42.314217, 42.312222, 42.312398, 42.312841, 42.313125, 42.313226, 42.313713, 42.314608, 42.315547, 42.315871, 
42.318296, 42.318744, 42.319284, 42.32021, 42.320431, 42.320435, 42.320573, 42.320756, 42.32084, 42.321305, 42.321359, 42.320752, 42.32016, 42.319243, 42.318947, 42.317927)))"
090600,1805,44141,643,139,35.7,35.7,7.700831024930748,"list(list(c(-71.074056, -71.075522, -71.077332, -71.077746, -71.076664, -71.075811, -71.07563, -71.075453, -71.075152, -71.074945, -71.074641, -71.074278, -71.073922, -71.071638, -71.072265, -71.07266, -71.072152, -71.071479, -71.07086, -71.07002, -71.069618, -71.069136, -71.067507, -71.068061, -71.068943, -71.069199, -71.069842, -71.072204, -71.072411, -71.073712, -71.074056, 42.320756, 42.320573, 42.320435, 42.320431, 42.322889, 42.324146, 42.323989, 42.323878, 42.323668, 42.323475, 42.323238, 
42.323549, 42.323759, 42.324647, 42.325517, 42.326023, 42.326347, 42.326687, 42.326272, 42.325718, 42.325432, 42.325051, 42.323297, 42.321281, 42.321399, 42.321463, 42.321567, 42.321359, 42.321305, 42.32084, 42.320756)))"
090700,4157,41750,1365,2839,51.5,51.5,68.29444310801058,"list(list(c(-71.05257, -71.052746, -71.056724, -71.056726, -71.057618, -71.058717, -71.05879, -71.058834, -71.059271, -71.059596, -71.060095, -71.060241, -71.060846, -71.061226, -71.061481, -71.065383, -71.06594, -71.067507, -71.066934, -71.066431, -71.063553, -71.06023, -71.059288, -71.058241, -71.058249, -71.057723, -71.057845, -71.057471, -71.056915, -71.056868, -71.05685, -71.054295, -71.052456, -71.052124, -71.05257, 42.319363, 42.319303, 42.318663, 42.31849, 42.318503, 42.318738, 42.318664, 
42.3186, 42.318695, 42.318869, 42.319285, 42.319418, 42.319911, 42.320205, 42.3205, 42.321234, 42.321499, 42.323297, 42.325151, 42.326256, 42.330791, 42.330187, 42.329973, 42.329734, 42.328616, 42.328368, 42.328139, 42.328046, 42.328035, 42.326867, 42.326289, 42.324425, 42.321466, 42.319836, 42.319363)))"
090901,4026,30613,651,1338,44,44,33.23397913561848,"list(list(c(-71.050244, -71.049406, -71.048946, -71.047754, -71.046227, -71.045414, -71.042662, -71.03896, -71.035298, -71.036166, -71.031572, -71.031792, -71.03728, -71.041422, -71.041975, -71.046268, -71.046455, -71.048297, -71.049794, -71.04985, -71.050925, -71.050787, -71.050604, -71.050244, -71.050244, 42.322017, 42.322582, 42.323492, 42.322574, 42.323285, 42.323798, 42.32259, 42.32069, 42.318739, 42.317957, 42.31658, 42.312623, 42.309202, 42.311083, 42.311398, 42.312973, 42.312992, 42.315941, 
42.318731, 42.318933, 42.320876, 42.32083, 42.320758, 42.320962, 42.322017)))"
091001,2479,59345,554,1875,76.4,76.4,75.63533682936668,"list(list(c(-71.055387, -71.055267, -71.054983, -71.054101, -71.05315, -71.052165, -71.051981, -71.052166, -71.05257, -71.052124, -71.052456, -71.052287, -71.052093, -71.051994, -71.05175, -71.051653, -71.051578, -71.051368, -71.05125, -71.051035, -71.050925, -71.04985, -71.049794, -71.048297, -71.046455, -71.046268, -71.041975, -71.041422, -71.040149, -71.043346, -71.04539, -71.041687, -71.047753, -71.048037, -71.048375, -71.049268, -71.055432, -71.055869, -71.055973, -71.058397, -71.058419, -71.061387, 
-71.061001, -71.060746, -71.060454, -71.060224, -71.060061, -71.059993, -71.05981, -71.059574, -71.059379, -71.058927, -71.058881, -71.058645, -71.057207, -71.056021, -71.055387, 42.312569, 42.312491, 42.312331, 42.311816, 42.311336, 42.313844, 42.314975, 42.318815, 42.319363, 42.319836, 42.321466, 42.321465, 42.321469, 42.32146, 42.321667, 42.32171, 42.321541, 42.32141, 42.321308, 42.32107, 42.320876, 42.318933, 42.318731, 42.315941, 42.312992, 42.312973, 42.311398, 42.311083, 42.309764, 42.307936, 
42.303892, 42.302151, 42.303834, 42.303228, 42.302856, 42.301197, 42.304323, 42.304472, 42.304517, 42.307678, 42.307579, 42.308742, 42.309683, 42.310205, 42.310097, 42.310072, 42.31008, 42.3101, 42.31019, 42.310551, 42.311039, 42.312474, 42.312771, 42.312803, 42.31296, 42.312864, 42.312569)))"
091100,4344,61706,1259,2311,55.2,55.2,53.199815837937386,"list(list(c(-71.05315, -71.054101, -71.054983, -71.055267, -71.055387, -71.056021, -71.057207, -71.058645, -71.058881, -71.059331, -71.059425, -71.059866, -71.060015, -71.060018, -71.059855, -71.059623, -71.059544, -71.059368, -71.058965, -71.058896, -71.058834, -71.05879, -71.058717, -71.057618, -71.056726, -71.056724, -71.052746, -71.05257, -71.052166, -71.051981, -71.052165, -71.05315, 42.311336, 42.311816, 42.312331, 42.312491, 42.312569, 42.312864, 42.31296, 42.312803, 42.312771, 42.31375, 42.313853, 
42.314169, 42.314418, 42.314738, 42.315225, 42.315986, 42.316202, 42.316718, 42.318121, 42.318444, 42.3186, 42.318664, 42.318738, 42.318503, 42.31849, 42.318663, 42.319303, 42.319363, 42.318815, 42.314975, 42.313844, 42.311336)))"
091200,2888,53657,1008,1173,51.9,51.9,40.61634349030471,"list(list(c(-71.059855, -71.060018, -71.060015, -71.059866, -71.059425, -71.059331, -71.058881, -71.062372, -71.063259, -71.063999, -71.064213, -71.064423, -71.064602, -71.06564, -71.065858, -71.066393, -71.067429, -71.065466, -71.0652, -71.064157, -71.063572, -71.061481, -71.061226, -71.060846, -71.060241, -71.060095, -71.059596, -71.059271, -71.058834, -71.058896, -71.058965, -71.059368, -71.059544, -71.059623, -71.059855, 42.315225, 42.314738, 42.314418, 42.314169, 42.313853, 42.31375, 42.312771, 
42.313332, 42.313688, 42.313975, 42.314105, 42.314322, 42.314769, 42.314849, 42.314833, 42.314736, 42.314603, 42.31691, 42.317071, 42.317791, 42.318618, 42.3205, 42.320205, 42.319911, 42.319418, 42.319285, 42.318869, 42.318695, 42.3186, 42.318444, 42.318121, 42.316718, 42.316202, 42.315986, 42.315225)))"
091300,1741,30467,717,142,31.3,31.3,8.156232050545663,"list(list(c(-71.069104, -71.069698, -71.070359, -71.071276, -71.071934, -71.072204, -71.069842, -71.069199, -71.068943, -71.068061, -71.067507, -71.06594, -71.065383, -71.061481, -71.063572, -71.064157, -71.0652, -71.066837, -71.068242, -71.068747, -71.069104, 42.318728, 42.318947, 42.319243, 42.32016, 42.320752, 42.321359, 42.321567, 42.321463, 42.321399, 42.321281, 42.323297, 42.321499, 42.321234, 42.3205, 42.318618, 42.317791, 42.317071, 42.317816, 42.318405, 42.318594, 42.318728)))"
091400,2171,30938,923,305,58.4,58.4,14.048825426070936,"list(list(c(-71.069104, -71.068747, -71.068242, -71.066837, -71.0652, -71.065466, -71.067429, -71.068499, -71.06972, -71.070217, -71.071512, -71.071623, -71.071932, -71.073171, -71.073145, -71.07283, -71.073011, -71.070167, -71.069698, -71.069104, 42.318728, 42.318594, 42.318405, 42.317816, 42.317071, 42.31691, 42.314603, 42.312726, 42.311639, 42.311334, 42.311844, 42.311881, 42.311985, 42.312222, 42.314217, 42.31666, 42.317035, 42.317927, 42.318947, 42.318728)))"
