GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
080401,15073,3095,209,89,125,73,520,141,283,103,53,38,NA,NA,290,128,1443,266,33,37,131,141,0,127,59.2,10.6,536,177,548,119,"Census Tract 804.01, Suffolk County, Massachusetts",2415,253,"list(list(c(-71.085037, -71.085562, -71.087043, -71.087462, -71.085345, -71.080943, -71.080625, -71.079913, -71.077621, -71.076384, -71.075783, -71.077045, -71.076119, -71.075037, -71.074855, -71.074576, -71.074357, -71.074773, -71.076878, -71.076991, -71.077472, -71.078675, -71.079264, -71.080253, -71.080891, -71.081521, -71.083448, -71.083111, -71.082986, -71.084051, -71.085025, -71.085223, -71.086257, -71.085037, 42.332715, 42.332992, 42.333846, 42.334126, 42.335071, 42.332931, 42.333367, 42.334182, 
42.336001, 42.33496, 42.334493, 42.333609, 42.332813, 42.33349, 42.33323, 42.33297, 42.332847, 42.332531, 42.331253, 42.331196, 42.330898, 42.330135, 42.328514, 42.328522, 42.328497, 42.328486, 42.32865, 42.330506, 42.330831, 42.330314, 42.330834, 42.3306, 42.33114, 42.332715)))",16482.3255,59.2,12.008281573498964,FALSE
080500,15481,5256,270,91,254,141,478,131,257,102,72,66,NA,NA,730,274,1469,328,11,21,0,127,0,127,48.2,10.7,528,159,1104,241,"Census Tract 805, Suffolk County, Massachusetts",2744,250,"list(list(c(-71.087462, -71.088253, -71.08843, -71.087012, -71.083983, -71.083287, -71.081969, -71.079266, -71.077621, -71.079913, -71.080625, -71.080943, -71.085345, -71.087462, 42.334126, 42.334582, 42.335076, 42.335693, 42.33734, 42.337733, 42.338416, 42.336538, 42.336001, 42.334182, 42.333367, 42.332931, 42.335071, 42.334126)))",16928.4735,48.2,26.603498542274053,FALSE
080601,18897,12227,68,52,168,100,243,123,148,89,37,45,NA,NA,1053,398,752,229,0,127,275,162,0,127,52,11.3,485,230,648,266,"Census Tract 806.01, Suffolk County, Massachusetts",2349,434,"list(list(c(-71.085037, -71.086257, -71.085223, -71.085025, -71.084051, -71.082986, -71.083111, -71.083448, -71.086996, -71.091239, -71.088189, -71.093806, -71.093955, -71.094604, -71.0949, -71.095351, -71.094446, -71.09438, -71.093084, -71.090518, -71.084681, -71.084405, -71.083677, -71.081969, -71.083287, -71.083983, -71.087012, -71.08843, -71.088253, -71.087462, -71.087043, -71.085562, -71.085037, 42.332715, 42.33114, 42.3306, 42.330834, 42.330314, 42.330831, 42.330506, 42.32865, 42.327782, 42.329939, 
42.330611, 42.331331, 42.331354, 42.331437, 42.331478, 42.331554, 42.332386, 42.332432, 42.333506, 42.335665, 42.340293, 42.339994, 42.33955, 42.338416, 42.337733, 42.33734, 42.335693, 42.335076, 42.334582, 42.334126, 42.333846, 42.332992, 42.332715)))",20663.869499999997,52,44.827586206896555,FALSE
080801,15588,2471,245,109,200,107,240,95,221,91,68,67,NA,NA,1070,447,1009,372,48,56,269,207,0,127,56.9,11.2,597,182,956,166,"Census Tract 808.01, Suffolk County, Massachusetts",3251,469,"list(list(c(-71.100615, -71.101321, -71.10082, -71.100516, -71.100372, -71.099742, -71.099977, -71.100306, -71.099564, -71.098884, -71.098133, -71.096947, -71.095745, -71.091051, -71.090518, -71.093084, -71.09438, -71.094446, -71.095351, -71.096141, -71.097185, -71.100615, 42.332697, 42.33296, 42.333802, 42.334268, 42.334488, 42.335485, 42.335776, 42.335941, 42.336255, 42.33649, 42.336783, 42.33726, 42.337727, 42.335934, 42.335665, 42.333506, 42.332432, 42.332386, 42.331554, 42.331641, 42.331782, 
42.332697)))",17045.478,56.9,32.912949861581055,FALSE
080900,33750,6710,115,101,29,29,275,76,218,128,62,63,NA,NA,2221,525,494,151,0,127,764,204,0,127,69.6,6.9,234,127,150,95,"Census Tract 809, Suffolk County, Massachusetts",3695,499,"list(list(c(-71.098941, -71.100861, -71.102293, -71.103081, -71.105169, -71.10491, -71.104453, -71.102427, -71.101951, -71.101434, -71.101232, -71.100306, -71.099977, -71.099742, -71.100372, -71.100516, -71.10082, -71.101321, -71.100615, -71.097185, -71.097681, -71.098495, -71.098738, -71.098941, 42.329133, 42.330002, 42.330354, 42.330528, 42.331012, 42.33419, 42.334386, 42.335149, 42.335285, 42.335463, 42.335535, 42.335941, 42.335776, 42.335485, 42.334488, 42.334268, 42.333802, 42.33296, 42.332697, 
42.331782, 42.330689, 42.330067, 42.329756, 42.329133)))",36905.625,69.6,60.10825439783491,FALSE
081001,32835,8122,333,141,248,149,720,199,333,138,229,100,NA,NA,2450,495,906,358,0,127,922,227,0,127,58.3,6.6,1124,198,851,254,"Census Tract 810.01, Suffolk County, Massachusetts",5139,616,"list(list(c(-71.102293, -71.100861, -71.098941, -71.099051, -71.099368, -71.101276, -71.108501, -71.108901, -71.109591, -71.112298, -71.112311, -71.112723, -71.112897, -71.113016, -71.112739, -71.109894, -71.110063, -71.110763, -71.110001, -71.10539, -71.100935, -71.100306, -71.101232, -71.101434, -71.101951, -71.102427, -71.104453, -71.10491, -71.105169, -71.103081, -71.102293, 42.330354, 42.330002, 42.329133, 42.328537, 42.327995, 42.32935, 42.330597, 42.330715, 42.333199, 42.332003, 42.331999, 
42.331954, 42.331943, 42.331932, 42.332696, 42.335379, 42.336307, 42.337513, 42.340317, 42.33786, 42.336168, 42.335941, 42.335535, 42.335463, 42.335285, 42.335149, 42.334386, 42.33419, 42.331012, 42.330528, 42.330354)))",35905.072499999995,58.3,47.6746448725433,FALSE
081100,46250,8850,134,60,166,68,394,132,326,134,99,60,NA,NA,2397,448,739,270,23,33,559,214,0,127,72.2,6.6,455,149,370,157,"Census Tract 811, Suffolk County, Massachusetts",4136,440,"list(list(c(-71.115078, -71.114907, -71.11466, -71.112918, -71.111978, -71.113016, -71.112897, -71.112723, -71.112311, -71.112298, -71.109591, -71.108901, -71.108501, -71.101276, -71.099368, -71.099745, -71.100113, -71.101186, -71.101346, -71.101794, -71.102291, -71.104356, -71.104618, -71.104885, -71.105231, -71.105647, -71.106287, -71.106544, -71.106592, -71.106885, -71.10708, -71.107181, -71.110832, -71.112259, -71.11227, -71.112258, -71.112202, -71.114098, -71.115078, 42.323573, 42.323818, 42.324394, 
42.325538, 42.32921, 42.331932, 42.331943, 42.331954, 42.331999, 42.332003, 42.333199, 42.330715, 42.330597, 42.32935, 42.327995, 42.326716, 42.326418, 42.326426, 42.326419, 42.326392, 42.326348, 42.326099, 42.326092, 42.326093, 42.326114, 42.326163, 42.326368, 42.32651, 42.326536, 42.326719, 42.32685, 42.326898, 42.329073, 42.324552, 42.324323, 42.323906, 42.323125, 42.323307, 42.323573)))",50574.37499999999,72.2,57.95454545454545,FALSE
081200,25472,6527,196,73,171,87,459,161,245,126,94,60,NA,NA,844,254,1453,328,48,53,9,16,0,127,54.6,9.9,499,211,846,286,"Census Tract 812, Suffolk County, Massachusetts",3261,458,"list(list(c(-71.108269, -71.109554, -71.109136, -71.108706, -71.108265, -71.107854, -71.10776, -71.107508, -71.107249, -71.106808, -71.106544, -71.106287, -71.105647, -71.105231, -71.104885, -71.104618, -71.104356, -71.102291, -71.101794, -71.101346, -71.101186, -71.100113, -71.099626, -71.099278, -71.09971, -71.098917, -71.099495, -71.100023, -71.100361, -71.101341, -71.101744, -71.102176, -71.102465, -71.103506, -71.104016, -71.104867, -71.105156, -71.105834, -71.106566, -71.106852, -71.107844, 
-71.107985, -71.108452, -71.10837, -71.108269, 42.323184, 42.323371, 42.32382, 42.324212, 42.324478, 42.324801, 42.32521, 42.325499, 42.325509, 42.325735, 42.32651, 42.326368, 42.326163, 42.326114, 42.326093, 42.326092, 42.326099, 42.326348, 42.326392, 42.326419, 42.326426, 42.326418, 42.326375, 42.326361, 42.325417, 42.325025, 42.323615, 42.322772, 42.322807, 42.322858, 42.322892, 42.322914, 42.322919, 42.322882, 42.322819, 42.322721, 42.322702, 42.322633, 42.322564, 42.322526, 42.322445, 42.322441, 
42.322389, 42.322827, 42.323184)))",27853.631999999998,54.6,25.881631401410612,FALSE
081300,16835,3183,559,163,680,264,811,221,413,141,128,96,NA,NA,871,292,2503,615,0,127,308,320,0,127,40,8.6,1422,343,2203,433,"Census Tract 813, Suffolk County, Massachusetts",5230,632,"list(list(c(-71.094088, -71.094174, -71.094395, -71.095038, -71.095145, -71.09598, -71.096248, -71.099481, -71.098451, -71.101192, -71.102944, -71.100023, -71.099495, -71.098917, -71.098877, -71.098398, -71.096523, -71.095398, -71.095335, -71.09531, -71.095298, -71.095398, -71.09391, -71.093146, -71.09404, -71.095305, -71.096421, -71.097086, -71.093559, -71.093618, -71.093821, -71.093938, -71.094088, 42.314142, 42.314061, 42.313876, 42.313382, 42.313282, 42.312671, 42.312492, 42.314606, 42.315644, 
42.318215, 42.319298, 42.322772, 42.323615, 42.325025, 42.325021, 42.324934, 42.326202, 42.32325, 42.323001, 42.322472, 42.322234, 42.322054, 42.321246, 42.3208, 42.320071, 42.318825, 42.317687, 42.317028, 42.315515, 42.31524, 42.314541, 42.31432, 42.314142)))",18409.0725,40,16.65391969407266,FALSE
081400,54718,17085,105,47,87,50,331,130,420,149,139,92,NA,NA,834,192,1663,284,0,127,153,191,0,127,77.4,7.7,181,101,174,110,"Census Tract 814, Suffolk County, Massachusetts",2943,367,"list(list(c(-71.098917, -71.09971, -71.099278, -71.099626, -71.100113, -71.099745, -71.099368, -71.099051, -71.098941, -71.098738, -71.098495, -71.097681, -71.097185, -71.096141, -71.095351, -71.0949, -71.094604, -71.093955, -71.093806, -71.088189, -71.091239, -71.086996, -71.08789, -71.08843, -71.088788, -71.090054, -71.09134, -71.091798, -71.092131, -71.092905, -71.093254, -71.094787, -71.095076, -71.095398, -71.096523, -71.098398, -71.098877, -71.098917, 42.325025, 42.325417, 42.326361, 42.326375, 
42.326418, 42.326716, 42.327995, 42.328537, 42.329133, 42.329756, 42.330067, 42.330689, 42.331782, 42.331641, 42.331554, 42.331478, 42.331437, 42.331354, 42.331331, 42.330611, 42.329939, 42.327782, 42.32571, 42.324619, 42.324218, 42.324688, 42.325311, 42.325981, 42.326524, 42.326878, 42.323711, 42.323134, 42.323203, 42.32325, 42.326202, 42.324934, 42.325021, 42.325025)))",59834.132999999994,77.4,28.338430173292558,FALSE
081500,45357,19352,68,51,140,117,331,116,263,127,57,60,NA,NA,280,175,1567,385,0,127,0,127,0,127,71.5,9.2,215,156,389,164,"Census Tract 815, Suffolk County, Massachusetts",2091,390,"list(list(c(-71.0896, -71.091941, -71.092089, -71.092476, -71.091606, -71.091373, -71.090344, -71.090238, -71.090843, -71.091294, -71.091619, -71.093559, -71.097086, -71.096421, -71.095305, -71.09404, -71.093146, -71.09391, -71.095398, -71.095298, -71.09531, -71.095335, -71.095398, -71.095076, -71.094787, -71.093254, -71.092905, -71.092131, -71.091798, -71.09134, -71.090054, -71.088788, -71.089017, -71.0896, 42.323394, 42.321692, 42.321576, 42.321307, 42.320652, 42.320423, 42.319277, 42.319213, 42.318673, 
42.317605, 42.316997, 42.315515, 42.317028, 42.317687, 42.318825, 42.320071, 42.3208, 42.321246, 42.322054, 42.322234, 42.322472, 42.323001, 42.32325, 42.323203, 42.323134, 42.323711, 42.326878, 42.326524, 42.325981, 42.325311, 42.324688, 42.324218, 42.323965, 42.323394)))",49597.879499999995,71.5,13.390722142515543,FALSE
081700,35781,13374,104,63,274,103,548,177,608,174,76,80,NA,NA,163,129,2732,386,0,127,85,93,0,127,82.3,8.2,276,168,324,232,"Census Tract 817, Suffolk County, Massachusetts",3446,402,"list(list(c(-71.086225, -71.089121, -71.090167, -71.090238, -71.090344, -71.091373, -71.091606, -71.092476, -71.092089, -71.091941, -71.0896, -71.089017, -71.088788, -71.08843, -71.08789, -71.086996, -71.083448, -71.08327, -71.083271, -71.083308, -71.083164, -71.081923, -71.081899, -71.081621, -71.081433, -71.081385, -71.081478, -71.081789, -71.081917, -71.086017, -71.086225, 42.318237, 42.318927, 42.319177, 42.319213, 42.319277, 42.320423, 42.320652, 42.321307, 42.321576, 42.321692, 42.323394, 42.323965, 
42.324218, 42.324619, 42.32571, 42.327782, 42.32865, 42.326127, 42.32612, 42.325959, 42.325334, 42.321727, 42.321664, 42.320732, 42.320057, 42.319802, 42.319058, 42.31827, 42.318021, 42.319164, 42.318237)))",39126.523499999996,82.3,4.730121880441091,FALSE
081800,45000,6377,82,74,232,101,379,123,421,131,161,106,NA,NA,251,144,1938,463,42,47,65,89,0,127,57.5,8.9,491,191,648,208,"Census Tract 818, Suffolk County, Massachusetts",2793,472,"list(list(c(-71.078808, -71.077516, -71.076664, -71.077746, -71.077761, -71.077749, -71.077749, -71.077814, -71.078215, -71.078331, -71.078823, -71.080998, -71.08285, -71.082778, -71.082367, -71.081917, -71.081789, -71.081478, -71.081385, -71.081433, -71.081621, -71.081899, -71.081923, -71.083164, -71.083308, -71.081605, -71.0796, -71.079407, -71.078808, 42.323798, 42.323261, 42.322889, 42.320431, 42.32021, 42.319284, 42.318744, 42.318296, 42.315871, 42.315547, 42.314608, 42.315755, 42.316362, 42.316521, 
42.317233, 42.318021, 42.31827, 42.319058, 42.319802, 42.320057, 42.320732, 42.321664, 42.321727, 42.325334, 42.325959, 42.325549, 42.324161, 42.324064, 42.323798)))",49207.49999999999,57.5,8.986752595775153,FALSE
081900,43853,7620,47,43,107,70,631,157,359,117,135,90,NA,NA,166,126,1939,314,0,127,0,127,0,127,71.1,9.3,239,129,461,207,"Census Tract 819, Suffolk County, Massachusetts",2357,326,"list(list(c(-71.093545, -71.093977, -71.095145, -71.095038, -71.094395, -71.094174, -71.094088, -71.093938, -71.093821, -71.093618, -71.093559, -71.091619, -71.091294, -71.090843, -71.090238, -71.090167, -71.089121, -71.086225, -71.086017, -71.081917, -71.082367, -71.082778, -71.08285, -71.086508, -71.086903, -71.088331, -71.089399, -71.08993, -71.09051, -71.091097, -71.091563, -71.092172, -71.092692, -71.092982, -71.093296, -71.093545, 42.31186, 42.312694, 42.313282, 42.313382, 42.313876, 42.314061, 
42.314142, 42.31432, 42.314541, 42.31524, 42.315515, 42.316997, 42.317605, 42.318673, 42.319213, 42.319177, 42.318927, 42.318237, 42.319164, 42.318021, 42.317233, 42.316521, 42.316362, 42.317053, 42.316392, 42.31461, 42.313257, 42.312629, 42.311898, 42.311154, 42.310544, 42.309859, 42.310269, 42.310555, 42.310988, 42.31186)))",47953.2555,71.1,7.04285108188375,FALSE
082000,41172,15267,105,52,207,92,613,134,295,113,41,47,NA,NA,74,47,2234,362,0,127,0,127,0,127,75.9,8.8,298,137,380,128,"Census Tract 820, Suffolk County, Massachusetts",2542,338,"list(list(c(-71.079168, -71.079497, -71.080088, -71.080312, -71.082012, -71.082514, -71.082668, -71.082773, -71.083223, -71.083251, -71.083919, -71.085862, -71.088319, -71.089399, -71.088331, -71.086903, -71.086508, -71.08285, -71.080998, -71.078823, -71.079168, 42.314048, 42.313513, 42.312691, 42.312418, 42.310256, 42.309661, 42.309535, 42.309753, 42.310477, 42.310604, 42.310576, 42.311689, 42.312895, 42.313257, 42.31461, 42.316392, 42.317053, 42.316362, 42.315755, 42.314608, 42.314048)))",45021.581999999995,75.9,2.911093627065303,FALSE
082100,20700,5921,433,128,318,139,890,197,413,131,154,75,NA,NA,459,199,3405,454,8,14,0,127,15,24,50,8.6,974,263,1393,368,"Census Tract 821, Suffolk County, Massachusetts",4822,421,"list(list(c(-71.091097, -71.09051, -71.08993, -71.089399, -71.088319, -71.085862, -71.083919, -71.083251, -71.083223, -71.082773, -71.082668, -71.082744, -71.082804, -71.082974, -71.083078, -71.083092, -71.083254, -71.083898, -71.084923, -71.089079, -71.092172, -71.091563, -71.091097, 42.311154, 42.311898, 42.312629, 42.313257, 42.312895, 42.311689, 42.310576, 42.310604, 42.310477, 42.309753, 42.309535, 42.309431, 42.309331, 42.309001, 42.308772, 42.308741, 42.308469, 42.30759, 42.304428, 42.30753, 
42.309859, 42.310544, 42.311154)))",22635.449999999997,50,9.518871837411861,FALSE
090100,30389,6598,436,119,458,149,913,160,495,138,183,77,NA,NA,218,123,3484,555,18,27,98,108,0,127,60.8,6.9,995,266,792,205,"Census Tract 901, Suffolk County, Massachusetts",4658,561,"list(list(c(-71.08141, -71.082914, -71.083038, -71.083907, -71.084704, -71.085287, -71.085728, -71.085856, -71.085903, -71.085246, -71.084923, -71.083898, -71.083254, -71.081813, -71.080563, -71.079561, -71.079415, -71.07894, -71.078806, -71.078534, -71.078425, -71.079262, -71.078852, -71.079538, -71.08046, -71.08141, 42.299002, 42.298663, 42.298927, 42.299709, 42.300423, 42.300911, 42.301248, 42.301309, 42.301381, 42.303446, 42.304428, 42.30759, 42.308469, 42.306518, 42.30544, 42.304622, 42.30451, 
42.303937, 42.303742, 42.303388, 42.303227, 42.300811, 42.296708, 42.296563, 42.296388, 42.299002)))",33230.371499999994,60.8,4.680120223271791,FALSE
090200,16055,2829,61,59,120,67,468,218,175,78,111,87,NA,NA,0,127,1368,281,0,127,0,127,0,127,65.6,9.9,347,269,595,171,"Census Tract 902, Suffolk County, Massachusetts",2075,340,"list(list(c(-71.075233, -71.074719, -71.073912, -71.07496, -71.076782, -71.077756, -71.078425, -71.078534, -71.078806, -71.07894, -71.079415, -71.079561, -71.080563, -71.081813, -71.083254, -71.083092, -71.083078, -71.082974, -71.082804, -71.082744, -71.082668, -71.082514, -71.082012, -71.079585, -71.076076, -71.075233, 42.308273, 42.308027, 42.307681, 42.30672, 42.305189, 42.304197, 42.303227, 42.303388, 42.303742, 42.303937, 42.30451, 42.304622, 42.30544, 42.306518, 42.308469, 42.308741, 42.308772, 
42.309001, 42.309331, 42.309431, 42.309535, 42.309661, 42.310256, 42.30988, 42.307568, 42.308273)))",17556.142499999998,65.6,0,FALSE
090300,16495,5027,165,111,205,102,386,103,307,125,180,90,NA,NA,220,185,1613,396,23,38,0,127,0,127,61.5,8,471,223,682,226,"Census Tract 903, Suffolk County, Massachusetts",2525,409,"list(list(c(-71.078823, -71.077005, -71.075668, -71.075358, -71.074649, -71.073617, -71.073171, -71.071932, -71.071623, -71.071512, -71.070217, -71.071574, -71.072334, -71.072564, -71.072822, -71.073501, -71.073912, -71.074719, -71.075233, -71.076076, -71.079585, -71.082012, -71.080312, -71.080088, -71.079497, -71.079168, -71.078823, 42.314608, 42.313713, 42.313226, 42.313125, 42.312841, 42.312398, 42.312222, 42.311985, 42.311881, 42.311844, 42.311334, 42.310665, 42.310213, 42.310067, 42.309471, 
42.308215, 42.307681, 42.308027, 42.308273, 42.307568, 42.30988, 42.310256, 42.312418, 42.312691, 42.313513, 42.314048, 42.314608)))",18037.282499999998,61.5,8.712871287128714,FALSE
090400,34659,6299,334,137,204,112,649,200,410,163,146,77,NA,NA,122,119,2227,503,0,127,73,128,0,127,47.8,8.6,614,166,962,259,"Census Tract 904, Suffolk County, Massachusetts",3529,449,"list(list(c(-71.070167, -71.073011, -71.07283, -71.073145, -71.073171, -71.073617, -71.074649, -71.075358, -71.075668, -71.077005, -71.078823, -71.078331, -71.078215, -71.077814, -71.077749, -71.077749, -71.077761, -71.077746, -71.077332, -71.075522, -71.074056, -71.073712, -71.072411, -71.072204, -71.071934, -71.071276, -71.070359, -71.069698, -71.070167, 42.317927, 42.317035, 42.31666, 42.314217, 42.312222, 42.312398, 42.312841, 42.313125, 42.313226, 42.313713, 42.314608, 42.315547, 42.315871, 
42.318296, 42.318744, 42.319284, 42.32021, 42.320431, 42.320435, 42.320573, 42.320756, 42.32084, 42.321305, 42.321359, 42.320752, 42.32016, 42.319243, 42.318947, 42.317927)))",37899.6165,47.8,3.4570699914990084,FALSE
090600,44141,20123,284,118,75,62,284,110,113,73,63,64,NA,NA,139,104,1095,406,0,127,2,13,0,127,35.7,11,489,155,375,226,"Census Tract 906, Suffolk County, Massachusetts",1805,374,"list(list(c(-71.074056, -71.075522, -71.077332, -71.077746, -71.076664, -71.075811, -71.07563, -71.075453, -71.075152, -71.074945, -71.074641, -71.074278, -71.073922, -71.071638, -71.072265, -71.07266, -71.072152, -71.071479, -71.07086, -71.07002, -71.069618, -71.069136, -71.067507, -71.068061, -71.068943, -71.069199, -71.069842, -71.072204, -71.072411, -71.073712, -71.074056, 42.320756, 42.320573, 42.320435, 42.320431, 42.322889, 42.324146, 42.323989, 42.323878, 42.323668, 42.323475, 42.323238, 
42.323549, 42.323759, 42.324647, 42.325517, 42.326023, 42.326347, 42.326687, 42.326272, 42.325718, 42.325432, 42.325051, 42.323297, 42.321281, 42.321399, 42.321463, 42.321567, 42.321359, 42.321305, 42.32084, 42.320756)))",48268.1835,35.7,7.700831024930748,FALSE
090700,41750,9065,346,128,209,115,810,227,503,128,132,98,NA,NA,2839,456,185,99,0,127,806,202,0,127,51.5,8.2,942,252,288,166,"Census Tract 907, Suffolk County, Massachusetts",4157,483,"list(list(c(-71.05257, -71.052746, -71.056724, -71.056726, -71.057618, -71.058717, -71.05879, -71.058834, -71.059271, -71.059596, -71.060095, -71.060241, -71.060846, -71.061226, -71.061481, -71.065383, -71.06594, -71.067507, -71.066934, -71.066431, -71.063553, -71.06023, -71.059288, -71.058241, -71.058249, -71.057723, -71.057845, -71.057471, -71.056915, -71.056868, -71.05685, -71.054295, -71.052456, -71.052124, -71.05257, 42.319363, 42.319303, 42.318663, 42.31849, 42.318503, 42.318738, 42.318664, 
42.3186, 42.318695, 42.318869, 42.319285, 42.319418, 42.319911, 42.320205, 42.3205, 42.321234, 42.321499, 42.323297, 42.325151, 42.326256, 42.330791, 42.330187, 42.329973, 42.329734, 42.328616, 42.328368, 42.328139, 42.328046, 42.328035, 42.326867, 42.326289, 42.324425, 42.321466, 42.319836, 42.319363)))",45653.625,51.5,68.29444310801058,FALSE
